epoch,accuracy,loss,lr
0,0.3933333456516266,1.2873600721359253,0.01
1,0.36666667461395264,1.3379846811294556,0.01
2,0.6066666841506958,0.893603503704071,0.01
3,0.54666668176651,0.8619840741157532,0.01
4,0.7866666913032532,0.6508365869522095,0.01
5,0.9133333563804626,0.5291840434074402,0.01
6,0.8600000143051147,0.45489782094955444,0.01
